,name,path,sign
533,1114_ef6d4e2597bbd20adfd6efb6520b8c002db961770bab9d22cd300047c852086a24bba1d125a0316d9fd4f3e1164839e09426f2dfe3c8258786100bface327338_61.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1114_ef6d4e2597bbd20adfd6efb6520b8c002db961770bab9d22cd300047c852086a24bba1d125a0316d9fd4f3e1164839e09426f2dfe3c8258786100bface327338_61.jpg,"[[(480.07, 218.49), (479.65, 213.44), (497.32, 190.72), (507.85, 191.14), (524.68, 211.76), (525.1, 215.97), (505.74, 239.54), (501.95, 239.12)], [(117.86, 236.13), (115.76, 231.92), (127.96, 209.61), (131.33, 208.35), (152.79, 223.5), (154.48, 227.71), (142.27, 249.6), (137.64, 250.86)]]"
541,1122_5693205d169d329e039d79edeb3d9f7b046f1c0913eba2b4a2d3080f803e103c85db7d6667f47b5884953a39867b3c9b14e8637540fac0ecae62d6caa56242f0_24.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1122_5693205d169d329e039d79edeb3d9f7b046f1c0913eba2b4a2d3080f803e103c85db7d6667f47b5884953a39867b3c9b14e8637540fac0ecae62d6caa56242f0_24.jpg,"[[(623.43, 214.34), (625.54, 211.82), (651.63, 212.24), (654.0, 214.0), (655.0, 234.97), (654.58, 236.65), (625.12, 237.91), (624.0, 237.0)], [(410.0, 244.0), (420.32, 243.48), (421.0, 256.0), (410.38, 256.27)]]"
542,1123_5693205d169d329e039d79edeb3d9f7b046f1c0913eba2b4a2d3080f803e103c85db7d6667f47b5884953a39867b3c9b14e8637540fac0ecae62d6caa56242f0_44.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1123_5693205d169d329e039d79edeb3d9f7b046f1c0913eba2b4a2d3080f803e103c85db7d6667f47b5884953a39867b3c9b14e8637540fac0ecae62d6caa56242f0_44.jpg,"[[(407.3, 237.48), (407.3, 235.44), (415.77, 226.09), (417.23, 226.09), (426.0, 234.56), (426.88, 236.02), (418.0, 246.0), (415.77, 246.25)]]"
545,1126_7b42dc28815e87695f67b018ee6ce269c10daf1fa8636a17b41e04fbe59d48f6472c7d21528666afce30be3dae9bce25d2bd7b460b806b08154f3ae036af8044_117.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1126_7b42dc28815e87695f67b018ee6ce269c10daf1fa8636a17b41e04fbe59d48f6472c7d21528666afce30be3dae9bce25d2bd7b460b806b08154f3ae036af8044_117.jpg,"[[(477.0, 202.0), (509.07, 208.91), (503.88, 231.33), (473.19, 224.25)], [(121.76, 203.19), (147.01, 203.43), (147.01, 226.09), (121.52, 226.09)]]"
546,1127_7b42dc28815e87695f67b018ee6ce269c10daf1fa8636a17b41e04fbe59d48f6472c7d21528666afce30be3dae9bce25d2bd7b460b806b08154f3ae036af8044_3.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1127_7b42dc28815e87695f67b018ee6ce269c10daf1fa8636a17b41e04fbe59d48f6472c7d21528666afce30be3dae9bce25d2bd7b460b806b08154f3ae036af8044_3.jpg,"[[(102.42, 271.43), (114.7, 271.2), (116.11, 280.64), (101.71, 282.29)]]"
547,1128_7b42dc28815e87695f67b018ee6ce269c10daf1fa8636a17b41e04fbe59d48f6472c7d21528666afce30be3dae9bce25d2bd7b460b806b08154f3ae036af8044_30.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1128_7b42dc28815e87695f67b018ee6ce269c10daf1fa8636a17b41e04fbe59d48f6472c7d21528666afce30be3dae9bce25d2bd7b460b806b08154f3ae036af8044_30.jpg,"[[(118.69, 261.07), (131.2, 260.84), (132.85, 269.81), (118.45, 269.81)]]"
548,1129_7b42dc28815e87695f67b018ee6ce269c10daf1fa8636a17b41e04fbe59d48f6472c7d21528666afce30be3dae9bce25d2bd7b460b806b08154f3ae036af8044_65.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1129_7b42dc28815e87695f67b018ee6ce269c10daf1fa8636a17b41e04fbe59d48f6472c7d21528666afce30be3dae9bce25d2bd7b460b806b08154f3ae036af8044_65.jpg,"[[(260.84, 260.79), (280.43, 260.79), (281.37, 271.65), (260.13, 271.41)], [(317.49, 227.74), (325.28, 227.03), (325.51, 231.28), (316.31, 232.23)], [(329.68, 219.95), (335.29, 219.4), (335.15, 221.86), (328.73, 222.0)]]"
549,1130_7b42dc28815e87695f67b018ee6ce269c10daf1fa8636a17b41e04fbe59d48f6472c7d21528666afce30be3dae9bce25d2bd7b460b806b08154f3ae036af8044_92.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1130_7b42dc28815e87695f67b018ee6ce269c10daf1fa8636a17b41e04fbe59d48f6472c7d21528666afce30be3dae9bce25d2bd7b460b806b08154f3ae036af8044_92.jpg,"[[(300.2, 217.12), (296.81, 217.62), (296.81, 225.4), (300.54, 225.23)], [(182.0, 268.0), (202.98, 267.7), (202.98, 279.89), (180.95, 280.29)], [(267.73, 232.08), (276.93, 231.68), (277.03, 237.58), (267.83, 237.88)]]"
555,1136_8505c6830d66f78c113f23db7f01fdcd01f1c193e7b5e44f409edd17e45e6ab5f274a1ee1d40d993364dcf99149f390d5909f44fcecfc0e5df6220a288fe7b7a_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1136_8505c6830d66f78c113f23db7f01fdcd01f1c193e7b5e44f409edd17e45e6ab5f274a1ee1d40d993364dcf99149f390d5909f44fcecfc0e5df6220a288fe7b7a_0.jpg,"[[(101.0, 109.0), (147.41, 101.18), (147.69, 116.76), (100.0, 124.0)], [(176.6, 217.76), (183.68, 218.0), (184.04, 224.12), (175.28, 223.88)]]"
556,1137_8505c6830d66f78c113f23db7f01fdcd01f1c193e7b5e44f409edd17e45e6ab5f274a1ee1d40d993364dcf99149f390d5909f44fcecfc0e5df6220a288fe7b7a_39.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1137_8505c6830d66f78c113f23db7f01fdcd01f1c193e7b5e44f409edd17e45e6ab5f274a1ee1d40d993364dcf99149f390d5909f44fcecfc0e5df6220a288fe7b7a_39.jpg,"[[(49.09, 263.99), (64.66, 263.66), (63.51, 274.98), (47.45, 275.14)]]"
557,1138_8505c6830d66f78c113f23db7f01fdcd01f1c193e7b5e44f409edd17e45e6ab5f274a1ee1d40d993364dcf99149f390d5909f44fcecfc0e5df6220a288fe7b7a_64.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1138_8505c6830d66f78c113f23db7f01fdcd01f1c193e7b5e44f409edd17e45e6ab5f274a1ee1d40d993364dcf99149f390d5909f44fcecfc0e5df6220a288fe7b7a_64.jpg,"[[(203.36, 136.84), (228.61, 135.89), (228.38, 142.98), (203.0, 144.0)], [(424.0, 138.0), (450.5, 139.2), (450.97, 147.22), (423.59, 144.86)]]"
558,1139_8505c6830d66f78c113f23db7f01fdcd01f1c193e7b5e44f409edd17e45e6ab5f274a1ee1d40d993364dcf99149f390d5909f44fcecfc0e5df6220a288fe7b7a_68.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1139_8505c6830d66f78c113f23db7f01fdcd01f1c193e7b5e44f409edd17e45e6ab5f274a1ee1d40d993364dcf99149f390d5909f44fcecfc0e5df6220a288fe7b7a_68.jpg,"[[(380.21, 128.21), (417.38, 129.96), (417.74, 140.83), (380.0, 139.0)]]"
559,1140_8505c6830d66f78c113f23db7f01fdcd01f1c193e7b5e44f409edd17e45e6ab5f274a1ee1d40d993364dcf99149f390d5909f44fcecfc0e5df6220a288fe7b7a_9.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1140_8505c6830d66f78c113f23db7f01fdcd01f1c193e7b5e44f409edd17e45e6ab5f274a1ee1d40d993364dcf99149f390d5909f44fcecfc0e5df6220a288fe7b7a_9.jpg,"[[(68.96, 244.16), (79.09, 243.82), (78.41, 252.24), (67.37, 251.9)]]"
560,1141_bf760ab33602f7a85ab8b00eccb9748972ef2c5cf0837745abb6a06c5e74458e976cf45150e1e5267aa4d7a0e1c26b97386ef566d71a72abda9698edfb455835_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1141_bf760ab33602f7a85ab8b00eccb9748972ef2c5cf0837745abb6a06c5e74458e976cf45150e1e5267aa4d7a0e1c26b97386ef566d71a72abda9698edfb455835_0.jpg,"[[(535.23, 151.68), (534.21, 146.92), (571.27, 104.77), (575.34, 104.77), (613.07, 156.43), (614.09, 163.57), (599.14, 184.65), (598.12, 195.86), (591.32, 195.86), (581.46, 206.4), (578.74, 206.74), (567.53, 194.16), (560.05, 192.13), (556.99, 180.23)], [(9.05, 179.55), (9.39, 175.13), (25.36, 134.68), (28.76, 134.68), (38.96, 161.87), (38.62, 165.61), (28.08, 191.11), (30.8, 191.11), (31.48, 200.96), (24.34, 203.34), (21.96, 207.76), (19.92, 208.1)]]"
562,1143_bf760ab33602f7a85ab8b00eccb9748972ef2c5cf0837745abb6a06c5e74458e976cf45150e1e5267aa4d7a0e1c26b97386ef566d71a72abda9698edfb455835_22.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1143_bf760ab33602f7a85ab8b00eccb9748972ef2c5cf0837745abb6a06c5e74458e976cf45150e1e5267aa4d7a0e1c26b97386ef566d71a72abda9698edfb455835_22.jpg,"[[(306.56, 171.11), (306.99, 169.28), (311.21, 166.18), (316.29, 170.83), (315.02, 172.52), (315.16, 175.9), (309.95, 176.32), (309.8, 174.35)]]"
563,1144_bf760ab33602f7a85ab8b00eccb9748972ef2c5cf0837745abb6a06c5e74458e976cf45150e1e5267aa4d7a0e1c26b97386ef566d71a72abda9698edfb455835_77.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1144_bf760ab33602f7a85ab8b00eccb9748972ef2c5cf0837745abb6a06c5e74458e976cf45150e1e5267aa4d7a0e1c26b97386ef566d71a72abda9698edfb455835_77.jpg,"[[(391.04, 174.04), (390.36, 171.32), (399.2, 159.77), (402.26, 159.77), (412.8, 167.58), (412.8, 169.96), (404.64, 181.18), (400.56, 181.86)], [(208.68, 176.73), (208.0, 174.35), (216.84, 162.45), (218.88, 162.11), (228.73, 173.33), (228.73, 174.35), (219.56, 184.55), (216.16, 185.22)]]"
575,1156_b48fea97518cadaa09d13b6217a22d2a9b49fa1a827cc000c5edfb8542f6424d28f7fde5da5855bc6584c9758f839ffe665fce802fa3d5cbb630feb8d14cb436_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1156_b48fea97518cadaa09d13b6217a22d2a9b49fa1a827cc000c5edfb8542f6424d28f7fde5da5855bc6584c9758f839ffe665fce802fa3d5cbb630feb8d14cb436_0.jpg,"[[(380.38, 411.42), (399.17, 410.95), (399.4, 419.3), (395.22, 421.62), (379.92, 421.62)], [(481.17, 390.62), (490.01, 390.62), (490.91, 395.88), (480.5, 396.1)]]"
576,1157_b48fea97518cadaa09d13b6217a22d2a9b49fa1a827cc000c5edfb8542f6424d28f7fde5da5855bc6584c9758f839ffe665fce802fa3d5cbb630feb8d14cb436_26.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1157_b48fea97518cadaa09d13b6217a22d2a9b49fa1a827cc000c5edfb8542f6424d28f7fde5da5855bc6584c9758f839ffe665fce802fa3d5cbb630feb8d14cb436_26.jpg,"[[(441.92, 398.91), (455.93, 399.23), (456.42, 407.93), (442.4, 407.77)]]"
577,1158_b48fea97518cadaa09d13b6217a22d2a9b49fa1a827cc000c5edfb8542f6424d28f7fde5da5855bc6584c9758f839ffe665fce802fa3d5cbb630feb8d14cb436_58.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1158_b48fea97518cadaa09d13b6217a22d2a9b49fa1a827cc000c5edfb8542f6424d28f7fde5da5855bc6584c9758f839ffe665fce802fa3d5cbb630feb8d14cb436_58.jpg,"[[(274.3, 435.03), (302.36, 436.63), (302.76, 455.47), (272.3, 452.27)], [(452.26, 395.03), (466.37, 396.38), (465.99, 403.73), (451.3, 402.37)]]"
578,1159_b48fea97518cadaa09d13b6217a22d2a9b49fa1a827cc000c5edfb8542f6424d28f7fde5da5855bc6584c9758f839ffe665fce802fa3d5cbb630feb8d14cb436_77.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1159_b48fea97518cadaa09d13b6217a22d2a9b49fa1a827cc000c5edfb8542f6424d28f7fde5da5855bc6584c9758f839ffe665fce802fa3d5cbb630feb8d14cb436_77.jpg,"[[(414.8, 405.34), (432.62, 406.73), (432.06, 413.41), (428.16, 414.52), (414.8, 415.08)]]"
579,1160_248c7f9d831c82977e8decfa666bc2f92ba4d39337c2771691db63a360ff40b316dc681dbd58517b759951b60f852d0b7c230667c756e652f513699fe1d28e47_114.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1160_248c7f9d831c82977e8decfa666bc2f92ba4d39337c2771691db63a360ff40b316dc681dbd58517b759951b60f852d0b7c230667c756e652f513699fe1d28e47_114.jpg,"[[(404.55, 407.61), (422.27, 408.25), (423.4, 415.5), (418.89, 417.11), (403.74, 416.63)]]"
580,1161_248c7f9d831c82977e8decfa666bc2f92ba4d39337c2771691db63a360ff40b316dc681dbd58517b759951b60f852d0b7c230667c756e652f513699fe1d28e47_12.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1161_248c7f9d831c82977e8decfa666bc2f92ba4d39337c2771691db63a360ff40b316dc681dbd58517b759951b60f852d0b7c230667c756e652f513699fe1d28e47_12.jpg,"[[(408.88, 401.13), (423.57, 401.8), (422.24, 410.82), (407.21, 409.81)], [(197.75, 435.9), (226.47, 438.91), (224.14, 455.94), (196.41, 452.93)]]"
581,1162_248c7f9d831c82977e8decfa666bc2f92ba4d39337c2771691db63a360ff40b316dc681dbd58517b759951b60f852d0b7c230667c756e652f513699fe1d28e47_46.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1162_248c7f9d831c82977e8decfa666bc2f92ba4d39337c2771691db63a360ff40b316dc681dbd58517b759951b60f852d0b7c230667c756e652f513699fe1d28e47_46.jpg,"[[(451.68, 397.93), (464.63, 398.31), (465.79, 404.89), (451.87, 404.31)], [(313.65, 425.88), (337.03, 426.21), (337.03, 440.58), (312.31, 439.24)]]"
582,1163_248c7f9d831c82977e8decfa666bc2f92ba4d39337c2771691db63a360ff40b316dc681dbd58517b759951b60f852d0b7c230667c756e652f513699fe1d28e47_70.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1163_248c7f9d831c82977e8decfa666bc2f92ba4d39337c2771691db63a360ff40b316dc681dbd58517b759951b60f852d0b7c230667c756e652f513699fe1d28e47_70.jpg,"[[(341.5, 420.14), (365.4, 421.53), (365.86, 434.05), (360.76, 435.44), (340.81, 435.21)], [(454.09, 397.45), (467.08, 397.45), (466.16, 405.34), (452.93, 405.11)]]"
583,1164_19dcc470b1a4d26b7f69f31868a19408abd9e82c73ec167e0f451a3ff4e4f239efcdd02f9fbc16b2a49646091c80659787d111c57d93e59863e68ab9b6f2b09f_30.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1164_19dcc470b1a4d26b7f69f31868a19408abd9e82c73ec167e0f451a3ff4e4f239efcdd02f9fbc16b2a49646091c80659787d111c57d93e59863e68ab9b6f2b09f_30.jpg,"[[(316.62, 185.49), (315.51, 181.6), (345.29, 155.99), (349.74, 155.99), (370.62, 186.05), (371.73, 188.28), (342.78, 215.28), (338.89, 215.28)]]"
584,1165_19dcc470b1a4d26b7f69f31868a19408abd9e82c73ec167e0f451a3ff4e4f239efcdd02f9fbc16b2a49646091c80659787d111c57d93e59863e68ab9b6f2b09f_62.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1165_19dcc470b1a4d26b7f69f31868a19408abd9e82c73ec167e0f451a3ff4e4f239efcdd02f9fbc16b2a49646091c80659787d111c57d93e59863e68ab9b6f2b09f_62.jpg,"[[(190.64, 186.63), (191.44, 179.41), (231.12, 138.93), (236.33, 138.93), (269.2, 189.03), (269.2, 192.24), (223.9, 236.73), (219.0, 237.0)], [(958.05, 282.28), (978.74, 262.56), (983.55, 263.52), (999.9, 305.37), (999.9, 311.14), (966.23, 343.84), (960.46, 344.33), (954.0, 307.0)]]"
594,1175_179dcf79e70aed2918673422930a2aafd4ca636dbcab85cea12648f21c7841131433053c75bc3fd7609f603fc4cc7468f4ace593c6fa56450969a88ce99a0282_10.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1175_179dcf79e70aed2918673422930a2aafd4ca636dbcab85cea12648f21c7841131433053c75bc3fd7609f603fc4cc7468f4ace593c6fa56450969a88ce99a0282_10.jpg,"[[(191.41, 250.61), (189.71, 248.41), (204.43, 228.62), (206.12, 228.62), (227.26, 244.18), (227.09, 245.87), (215.59, 261.26), (204.77, 264.47)], [(508.33, 236.0), (507.77, 233.32), (527.36, 211.76), (533.28, 210.63), (554.0, 234.45), (554.42, 236.0), (536.66, 256.86), (526.8, 256.86)]]"
595,1176_179dcf79e70aed2918673422930a2aafd4ca636dbcab85cea12648f21c7841131433053c75bc3fd7609f603fc4cc7468f4ace593c6fa56450969a88ce99a0282_4.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1176_179dcf79e70aed2918673422930a2aafd4ca636dbcab85cea12648f21c7841131433053c75bc3fd7609f603fc4cc7468f4ace593c6fa56450969a88ce99a0282_4.jpg,"[[(327.18, 214.22), (332.68, 207.72), (339.38, 212.62), (335.18, 219.72), (333.18, 220.02)], [(417.08, 208.73), (416.59, 207.42), (422.49, 202.01), (429.7, 207.91), (428.88, 209.72), (423.64, 213.49)]]"
599,1186_7a52e47d4adb11725b7ffa821ffca523400b8214536edeff2c1d8fdf2802d7224ac3e1313a5cb17c199ff353638e5969aff6338075a490464183e0a55a3aabd4_15.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1186_7a52e47d4adb11725b7ffa821ffca523400b8214536edeff2c1d8fdf2802d7224ac3e1313a5cb17c199ff353638e5969aff6338075a490464183e0a55a3aabd4_15.jpg,"[[(470.88, 216.18), (481.03, 206.03), (489.52, 213.11), (488.0, 223.0), (476.78, 224.91)]]"
600,1187_7a52e47d4adb11725b7ffa821ffca523400b8214536edeff2c1d8fdf2802d7224ac3e1313a5cb17c199ff353638e5969aff6338075a490464183e0a55a3aabd4_23.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1187_7a52e47d4adb11725b7ffa821ffca523400b8214536edeff2c1d8fdf2802d7224ac3e1313a5cb17c199ff353638e5969aff6338075a490464183e0a55a3aabd4_23.jpg,"[[(621.0, 205.0), (637.0, 183.0), (644.0, 191.0), (654.8, 206.41), (654.8, 208.11), (645.06, 216.88), (645.55, 223.45), (627.52, 223.7), (627.04, 214.93)]]"
610,1197_82cb3c090f2236a7bce8a68803eea3caf541d135fe14904d42e56e5779bc07fa90706db2bc9205f737206477cb68a17137f2eaeed67965c0e0274df52160ce65_42.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1197_82cb3c090f2236a7bce8a68803eea3caf541d135fe14904d42e56e5779bc07fa90706db2bc9205f737206477cb68a17137f2eaeed67965c0e0274df52160ce65_42.jpg,"[[(167.05, 211.47), (167.92, 197.44), (184.0, 186.92), (202.41, 205.04), (203.29, 207.96), (186.34, 225.79), (182.83, 226.96)]]"
614,1201_f31c2df8df3c1acde3321717b980ca99f62d637aea1cd1ed9e90d60c794ab41b4ebc0a4678bc49639d5e82e051f742f2cc7669993f4fecdef98cdc625c844ede_11.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1201_f31c2df8df3c1acde3321717b980ca99f62d637aea1cd1ed9e90d60c794ab41b4ebc0a4678bc49639d5e82e051f742f2cc7669993f4fecdef98cdc625c844ede_11.jpg,"[[(758.29, 386.25), (756.16, 481.79), (707.33, 479.66), (693.18, 447.11), (710.16, 384.12)]]"
627,1214_71e8c439d030007aed1f283e3f7bda73d01c4ab7a85307c2fbb0803e7c3a787c237d763bafd7d1ecf8caa26cc7532cdb939e39906be7d8e1a43898df03f30fcf_27.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1214_71e8c439d030007aed1f283e3f7bda73d01c4ab7a85307c2fbb0803e7c3a787c237d763bafd7d1ecf8caa26cc7532cdb939e39906be7d8e1a43898df03f30fcf_27.jpg,"[[(540.5, 274.95), (533.13, 331.88), (480.3, 315.9), (486.44, 264.71)]]"
634,1221_126704c0ddd826bb0ae765a32b6364c3eb0578fff9407a5bb6ec431b26ce3738acffebdd0913da0e02b871510e204979c87cc6d511d052f04468cdb4dc43038e_24.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1221_126704c0ddd826bb0ae765a32b6364c3eb0578fff9407a5bb6ec431b26ce3738acffebdd0913da0e02b871510e204979c87cc6d511d052f04468cdb4dc43038e_24.jpg,"[[(666.31, 368.75), (648.45, 389.25), (659.61, 405.09), (677.06, 384.18)]]"
637,1224_e815d337f9d189c89a8974424266b64a7987cf52d5823f0f22da6f5c0049e3f3df82986aa6942245bc6b3b7c6f9a4fec17e59627c8c94bb9fffa7d572dadc640_18.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1224_e815d337f9d189c89a8974424266b64a7987cf52d5823f0f22da6f5c0049e3f3df82986aa6942245bc6b3b7c6f9a4fec17e59627c8c94bb9fffa7d572dadc640_18.jpg,"[[(787.0, 228.0), (812.0, 266.0), (783.0, 295.0), (754.68, 255.5)]]"
641,1228_e815d337f9d189c89a8974424266b64a7987cf52d5823f0f22da6f5c0049e3f3df82986aa6942245bc6b3b7c6f9a4fec17e59627c8c94bb9fffa7d572dadc640_9.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1228_e815d337f9d189c89a8974424266b64a7987cf52d5823f0f22da6f5c0049e3f3df82986aa6942245bc6b3b7c6f9a4fec17e59627c8c94bb9fffa7d572dadc640_9.jpg,"[[(678.0, 281.0), (687.0, 289.0), (695.0, 282.0), (687.0, 273.0)], [(552.0, 260.0), (545.0, 266.0), (551.57, 273.35), (558.0, 267.0)]]"
645,1232_80795f85a0f35004685dbf68871e072e63e32068c60bbb7c2e4d438cca7ec38a1d8480ac3736312d93bc23d38bcd3c062d818a1379b7b80e4039fa43bbd47708_64.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1232_80795f85a0f35004685dbf68871e072e63e32068c60bbb7c2e4d438cca7ec38a1d8480ac3736312d93bc23d38bcd3c062d818a1379b7b80e4039fa43bbd47708_64.jpg,"[[(410.46, 154.46), (446.0, 154.0), (447.58, 182.23), (410.46, 183.69)]]"
648,1235_59cf69e49ecd69b5a622f7a73b42070ac8de6273e3d914d0035c50b9dd366c1486aa3cb6c0cfe6f241b90beb2c8c0ea69bf8edf633c78495ba462afe3a6e8265_31.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1235_59cf69e49ecd69b5a622f7a73b42070ac8de6273e3d914d0035c50b9dd366c1486aa3cb6c0cfe6f241b90beb2c8c0ea69bf8edf633c78495ba462afe3a6e8265_31.jpg,"[[(592.0, 169.79), (591.7, 194.69), (621.0, 195.0), (621.0, 170.0)]]"
651,1238_59cf69e49ecd69b5a622f7a73b42070ac8de6273e3d914d0035c50b9dd366c1486aa3cb6c0cfe6f241b90beb2c8c0ea69bf8edf633c78495ba462afe3a6e8265_8.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1238_59cf69e49ecd69b5a622f7a73b42070ac8de6273e3d914d0035c50b9dd366c1486aa3cb6c0cfe6f241b90beb2c8c0ea69bf8edf633c78495ba462afe3a6e8265_8.jpg,"[[(23.4, 146.69), (41.9, 144.16), (42.0, 159.0), (23.15, 160.61)]]"
652,1239_abab06b5439aa399b0b033ce1caa3e2e889e0637aa547c32fc2fd96b757dc905974957cdec9e3759290be88bfbf2455a5f6b2118cdf23a474cf0b8e75d809f71_58.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1239_abab06b5439aa399b0b033ce1caa3e2e889e0637aa547c32fc2fd96b757dc905974957cdec9e3759290be88bfbf2455a5f6b2118cdf23a474cf0b8e75d809f71_58.jpg,"[[(600.0, 236.0), (607.61, 243.69), (601.0, 253.0), (591.98, 243.89)]]"
657,1244_ea88241b5596d150751de766a5d57a97d0bca0fcf84521ba8c2ce9e48788b3b9e972c8c8f0d77b57e1494a3df4deb944eebab582cb007211930aadcd076aac0d_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1244_ea88241b5596d150751de766a5d57a97d0bca0fcf84521ba8c2ce9e48788b3b9e972c8c8f0d77b57e1494a3df4deb944eebab582cb007211930aadcd076aac0d_0.jpg,"[[(500.2, 180.52), (526.18, 192.76), (547.67, 193.36), (527.67, 182.91)]]"
665,1252_8787cdaac72dae185c80cbb0dfe0203035345f4ee017586f6e70e9619ee7aba918a93d82f8591f77cccb245e80b106ac2963c8b076e9eafbdb98fde84d2e5fe5_34.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1252_8787cdaac72dae185c80cbb0dfe0203035345f4ee017586f6e70e9619ee7aba918a93d82f8591f77cccb245e80b106ac2963c8b076e9eafbdb98fde84d2e5fe5_34.jpg,"[[(300.54, 218.42), (312.51, 218.62), (311.7, 239.52), (300.54, 239.73)]]"
668,1255_8787cdaac72dae185c80cbb0dfe0203035345f4ee017586f6e70e9619ee7aba918a93d82f8591f77cccb245e80b106ac2963c8b076e9eafbdb98fde84d2e5fe5_90.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1255_8787cdaac72dae185c80cbb0dfe0203035345f4ee017586f6e70e9619ee7aba918a93d82f8591f77cccb245e80b106ac2963c8b076e9eafbdb98fde84d2e5fe5_90.jpg,"[[(212.0, 224.0), (212.0, 232.0), (207.0, 232.0), (207.16, 224.09)]]"
671,1258_c1c94259ab3453633a295ff8685dd0f2442517faf4ba0953739ee67f095b6c394f9294774848ff96014622e1c9b640d21310117f11dc4549c32a5423fe194658_12.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1258_c1c94259ab3453633a295ff8685dd0f2442517faf4ba0953739ee67f095b6c394f9294774848ff96014622e1c9b640d21310117f11dc4549c32a5423fe194658_12.jpg,"[[(455.35, 226.94), (479.59, 226.09), (481.28, 247.38), (456.48, 248.36)]]"
672,1259_c1c94259ab3453633a295ff8685dd0f2442517faf4ba0953739ee67f095b6c394f9294774848ff96014622e1c9b640d21310117f11dc4549c32a5423fe194658_68.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1259_c1c94259ab3453633a295ff8685dd0f2442517faf4ba0953739ee67f095b6c394f9294774848ff96014622e1c9b640d21310117f11dc4549c32a5423fe194658_68.jpg,"[[(547.25, 231.91), (570.34, 229.87), (572.09, 245.36), (547.54, 248.86)]]"
673,1260_c1c94259ab3453633a295ff8685dd0f2442517faf4ba0953739ee67f095b6c394f9294774848ff96014622e1c9b640d21310117f11dc4549c32a5423fe194658_92.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1260_c1c94259ab3453633a295ff8685dd0f2442517faf4ba0953739ee67f095b6c394f9294774848ff96014622e1c9b640d21310117f11dc4549c32a5423fe194658_92.jpg,"[[(666.1, 216.86), (673.37, 216.86), (674.38, 224.98), (666.0, 225.0)]]"
675,1262_765a8660016aa1bfc8e9ef9f07006ffaa6d8315a39c3431be022602d0015f2770c4af585dc22d192acb2cf8b8350e38c8eeb611e9887a947dc8f05ffab514bf4_34.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1262_765a8660016aa1bfc8e9ef9f07006ffaa6d8315a39c3431be022602d0015f2770c4af585dc22d192acb2cf8b8350e38c8eeb611e9887a947dc8f05ffab514bf4_34.jpg,"[[(437.32, 153.65), (449.0, 154.0), (449.24, 162.14), (437.32, 162.48)]]"
