,name,path,barrier
777,1364_5dd317ead925649d76ecf5d440d514a706e53c10a496d71d173b875ed87f529da991cb2b7f1071ceea6ee98ab19a0fb36ce5c20266a69fe7962d6ce8cb5fd044_37.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1364_5dd317ead925649d76ecf5d440d514a706e53c10a496d71d173b875ed87f529da991cb2b7f1071ceea6ee98ab19a0fb36ce5c20266a69fe7962d6ce8cb5fd044_37.jpg,"[[(0.0, 180.52), (0.0, 218.74), (78.0, 195.0), (230.0, 152.0), (226.67, 141.15), (151.4, 153.89), (68.02, 167.2)]]"
793,1380_00492271904f3027dae842c44aca6b47e3f1f3a00ad38784dd51e0a73891015e3d0aa2f08be7956263b4001eb43cb6dda29c95ec6464ff6946f84226d5d90e10_19.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1380_00492271904f3027dae842c44aca6b47e3f1f3a00ad38784dd51e0a73891015e3d0aa2f08be7956263b4001eb43cb6dda29c95ec6464ff6946f84226d5d90e10_19.jpg,"[[(752.0, 424.0), (752.0, 479.26), (637.0, 480.0), (491.12, 405.21), (381.88, 337.52), (348.0, 308.0), (353.07, 301.67), (368.15, 315.07), (417.74, 338.86), (553.11, 375.05), (670.72, 405.88)]]"
794,1381_00492271904f3027dae842c44aca6b47e3f1f3a00ad38784dd51e0a73891015e3d0aa2f08be7956263b4001eb43cb6dda29c95ec6464ff6946f84226d5d90e10_32.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1381_00492271904f3027dae842c44aca6b47e3f1f3a00ad38784dd51e0a73891015e3d0aa2f08be7956263b4001eb43cb6dda29c95ec6464ff6946f84226d5d90e10_32.jpg,"[[(621.0, 480.0), (494.52, 480.0), (432.6, 401.68), (383.14, 344.99), (365.05, 320.46), (360.0, 313.0), (365.0, 309.0), (405.26, 336.94), (489.3, 397.66), (550.0, 440.0), (551.62, 418.17), (571.72, 418.97), (575.0, 452.0)]]"
795,1382_00492271904f3027dae842c44aca6b47e3f1f3a00ad38784dd51e0a73891015e3d0aa2f08be7956263b4001eb43cb6dda29c95ec6464ff6946f84226d5d90e10_59.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1382_00492271904f3027dae842c44aca6b47e3f1f3a00ad38784dd51e0a73891015e3d0aa2f08be7956263b4001eb43cb6dda29c95ec6464ff6946f84226d5d90e10_59.jpg,"[[(738.0, 480.0), (694.4, 480.0), (550.45, 480.0), (458.78, 400.15), (392.0, 341.0), (381.58, 333.41), (383.59, 320.14), (447.92, 356.73), (636.5, 439.16)]]"
796,1383_00492271904f3027dae842c44aca6b47e3f1f3a00ad38784dd51e0a73891015e3d0aa2f08be7956263b4001eb43cb6dda29c95ec6464ff6946f84226d5d90e10_69.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1383_00492271904f3027dae842c44aca6b47e3f1f3a00ad38784dd51e0a73891015e3d0aa2f08be7956263b4001eb43cb6dda29c95ec6464ff6946f84226d5d90e10_69.jpg,"[[(752.0, 353.48), (752.0, 397.34), (645.83, 381.86), (503.0, 348.0), (432.22, 331.81), (433.25, 324.59), (468.34, 330.26), (530.26, 338.52), (634.0, 347.0)]]"
797,1384_00492271904f3027dae842c44aca6b47e3f1f3a00ad38784dd51e0a73891015e3d0aa2f08be7956263b4001eb43cb6dda29c95ec6464ff6946f84226d5d90e10_7.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1384_00492271904f3027dae842c44aca6b47e3f1f3a00ad38784dd51e0a73891015e3d0aa2f08be7956263b4001eb43cb6dda29c95ec6464ff6946f84226d5d90e10_7.jpg,"[[(752.0, 398.0), (752.0, 472.46), (631.34, 432.51), (478.0, 368.0), (379.0, 323.0), (380.0, 315.0), (501.64, 347.39), (618.0, 377.0), (708.35, 394.87), (710.66, 376.34), (722.24, 376.92), (721.09, 396.61)]]"
801,1388_fc31526df5fdc1d0c306c17f471fc4092b1ceac97537a0dc027fb6e4f02f6a4a18a06808add4909da7909dae840fb0daefb5263ef299f383e7ab85eb481ba833_17.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1388_fc31526df5fdc1d0c306c17f471fc4092b1ceac97537a0dc027fb6e4f02f6a4a18a06808add4909da7909dae840fb0daefb5263ef299f383e7ab85eb481ba833_17.jpg,"[[(103.85, 292.51), (102.65, 326.69), (118.73, 325.08), (173.82, 308.6), (264.0, 275.0), (309.0, 258.0), (354.0, 237.0), (350.33, 233.41), (314.55, 243.46), (244.18, 260.35), (198.34, 272.01)]]"
802,1389_fc31526df5fdc1d0c306c17f471fc4092b1ceac97537a0dc027fb6e4f02f6a4a18a06808add4909da7909dae840fb0daefb5263ef299f383e7ab85eb481ba833_34.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1389_fc31526df5fdc1d0c306c17f471fc4092b1ceac97537a0dc027fb6e4f02f6a4a18a06808add4909da7909dae840fb0daefb5263ef299f383e7ab85eb481ba833_34.jpg,"[[(0.0, 310.0), (0.0, 349.0), (70.0, 322.0), (156.0, 292.0), (235.78, 265.93), (323.11, 237.95), (322.0, 233.0), (0.0, 295.37)]]"
803,1390_fc31526df5fdc1d0c306c17f471fc4092b1ceac97537a0dc027fb6e4f02f6a4a18a06808add4909da7909dae840fb0daefb5263ef299f383e7ab85eb481ba833_51.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1390_fc31526df5fdc1d0c306c17f471fc4092b1ceac97537a0dc027fb6e4f02f6a4a18a06808add4909da7909dae840fb0daefb5263ef299f383e7ab85eb481ba833_51.jpg,"[[(0.0, 277.33), (0.45, 321.92), (100.62, 292.97), (184.0, 270.96), (281.27, 247.22), (338.0, 236.0), (339.0, 229.0), (204.84, 248.38), (73.98, 264.01)]]"
804,1391_fc31526df5fdc1d0c306c17f471fc4092b1ceac97537a0dc027fb6e4f02f6a4a18a06808add4909da7909dae840fb0daefb5263ef299f383e7ab85eb481ba833_64.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1391_fc31526df5fdc1d0c306c17f471fc4092b1ceac97537a0dc027fb6e4f02f6a4a18a06808add4909da7909dae840fb0daefb5263ef299f383e7ab85eb481ba833_64.jpg,"[[(0.74, 272.78), (0.74, 301.6), (49.32, 289.87), (101.59, 276.8), (158.56, 264.41), (225.91, 252.34), (299.96, 235.93), (300.29, 229.56), (215.85, 242.29), (57.03, 264.07)]]"
805,1392_70b9d7cc50d886315ce20f12b78eb5fb64a87814af8feeb650efad72e7814626d46e858ea235614416cca0ee49e9ad54ac1ce249e4f1b60ba739d9c593488387_13.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1392_70b9d7cc50d886315ce20f12b78eb5fb64a87814af8feeb650efad72e7814626d46e858ea235614416cca0ee49e9ad54ac1ce249e4f1b60ba739d9c593488387_13.jpg,"[[(1014.0, 260.0), (1014.0, 311.77), (924.2, 270.8), (752.96, 204.44), (619.42, 159.38), (561.0, 143.0), (571.08, 139.72), (673.49, 160.2), (822.6, 197.07), (950.41, 235.57)], [(0.03, 447.77), (0.84, 529.7), (145.04, 487.1), (252.0, 378.0), (340.0, 297.0), (397.0, 247.0), (480.95, 175.77), (509.0, 157.0), (508.81, 143.81), (421.96, 183.96), (283.5, 255.24), (124.56, 353.55)], [(1.0, 239.0), (1.66, 269.98), (61.0, 245.0), (149.96, 216.73), (252.37, 188.87), (327.75, 171.67), (410.49, 155.28), (485.87, 142.17), (487.51, 135.62), (446.54, 141.35), (392.47, 149.55), (283.5, 167.57), (75.0, 217.0)], [(0.38, 221.86), (0.0, 232.79), (90.0, 208.0), (262.56, 169.29), (348.58, 153.59), (349.27, 147.44), (252.0, 163.0), (93.0, 197.0)]]"
806,1393_70b9d7cc50d886315ce20f12b78eb5fb64a87814af8feeb650efad72e7814626d46e858ea235614416cca0ee49e9ad54ac1ce249e4f1b60ba739d9c593488387_2.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1393_70b9d7cc50d886315ce20f12b78eb5fb64a87814af8feeb650efad72e7814626d46e858ea235614416cca0ee49e9ad54ac1ce249e4f1b60ba739d9c593488387_2.jpg,"[[(1014.0, 259.0), (1014.0, 314.04), (956.0, 288.0), (831.97, 235.52), (694.05, 185.0), (586.18, 152.22), (557.5, 143.35), (558.87, 137.89), (644.21, 155.64), (784.0, 187.0), (934.0, 230.0)], [(0.0, 225.0), (0.02, 237.22), (70.0, 216.0), (170.0, 189.0), (328.59, 158.04), (378.85, 149.04), (379.32, 146.19), (323.37, 152.83), (160.0, 181.0), (46.0, 209.0)], [(0.0, 440.0), (0.0, 527.05), (151.95, 483.36), (275.53, 355.0), (384.09, 257.37), (492.0, 172.0), (510.0, 158.0), (506.3, 146.76), (389.0, 202.0), (198.0, 306.0)], [(0.38, 240.98), (0.0, 274.0), (61.83, 249.17), (117.81, 228.69), (206.57, 203.43), (256.41, 190.46), (334.25, 172.71), (428.46, 154.95), (489.91, 144.03), (487.18, 137.89), (376.58, 152.22), (306.25, 164.51), (199.74, 184.31), (77.53, 216.4)]]"
807,1394_70b9d7cc50d886315ce20f12b78eb5fb64a87814af8feeb650efad72e7814626d46e858ea235614416cca0ee49e9ad54ac1ce249e4f1b60ba739d9c593488387_32.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1394_70b9d7cc50d886315ce20f12b78eb5fb64a87814af8feeb650efad72e7814626d46e858ea235614416cca0ee49e9ad54ac1ce249e4f1b60ba739d9c593488387_32.jpg,"[[(31.4, 206.83), (33.38, 222.64), (102.13, 202.88), (183.92, 182.34), (310.0, 159.0), (373.96, 150.33), (374.36, 145.59), (313.0, 152.0), (160.6, 176.41), (100.55, 190.63)], [(1.0, 433.0), (0.35, 529.13), (128.16, 488.98), (272.36, 350.52), (408.36, 234.18), (491.93, 167.0), (490.29, 150.61), (429.67, 179.29), (311.69, 239.92), (220.0, 290.0)], [(0.0, 235.0), (0.02, 269.7), (58.05, 244.1), (141.12, 216.79), (216.22, 195.74), (286.2, 179.24), (363.01, 165.01), (447.22, 149.65), (448.92, 142.82), (393.17, 149.65), (234.0, 172.0), (144.53, 192.89)], [(1014.0, 262.86), (1014.0, 315.29), (967.13, 293.17), (881.1, 255.48), (762.3, 207.96), (645.0, 167.0), (580.0, 146.0), (582.88, 142.42), (693.48, 167.82), (794.0, 194.0), (953.2, 239.92)]]"
808,1395_70b9d7cc50d886315ce20f12b78eb5fb64a87814af8feeb650efad72e7814626d46e858ea235614416cca0ee49e9ad54ac1ce249e4f1b60ba739d9c593488387_62.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1395_70b9d7cc50d886315ce20f12b78eb5fb64a87814af8feeb650efad72e7814626d46e858ea235614416cca0ee49e9ad54ac1ce249e4f1b60ba739d9c593488387_62.jpg,"[[(50.0, 519.0), (134.0, 490.0), (253.0, 453.32), (308.98, 445.12), (390.91, 327.01), (496.74, 182.95), (504.93, 165.88), (504.93, 154.27), (474.21, 174.07), (349.27, 260.1), (233.2, 350.9)], [(0.0, 237.9), (1.38, 274.88), (42.92, 256.1), (99.24, 235.05), (177.76, 211.16), (252.29, 191.81), (379.17, 163.93), (401.36, 155.97), (401.93, 149.14), (317.15, 161.09), (94.0, 210.0)], [(1014.0, 251.22), (1014.0, 299.7), (960.0, 273.0), (829.0, 225.0), (680.4, 175.44), (682.45, 161.1), (773.94, 182.26), (920.04, 219.13)], [(0.24, 216.85), (0.0, 235.05), (59.0, 216.0), (222.0, 177.0), (314.88, 158.81), (314.88, 154.26), (188.57, 173.61), (83.88, 194.66)]]"
826,1413_b8b0a719d4da449b60e3b493a1d619e0f0bb03831631b3c9d87a2c23561674a4088e755c3903984e0eace666a3c84e987b4cb0c56a590c06792944f7f4f82d88_116.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1413_b8b0a719d4da449b60e3b493a1d619e0f0bb03831631b3c9d87a2c23561674a4088e755c3903984e0eace666a3c84e987b4cb0c56a590c06792944f7f4f82d88_116.jpg,"[[(140.0, 241.0), (180.87, 233.38), (226.13, 225.67), (260.64, 220.19), (275.63, 217.68), (275.66, 224.86), (230.6, 233.99), (155.1, 251.85)], [(129.0, 229.0), (162.81, 225.67), (201.78, 220.39), (243.39, 215.52), (244.6, 219.78), (216.39, 224.65), (137.0, 238.0), (128.0, 233.0)], [(720.0, 432.73), (584.24, 343.03), (469.09, 278.18), (415.52, 248.0), (379.03, 227.33), (356.55, 216.79), (355.52, 222.42), (414.61, 284.06), (494.91, 361.82), (580.79, 457.76), (720.0, 480.0)]]"
827,1414_b8b0a719d4da449b60e3b493a1d619e0f0bb03831631b3c9d87a2c23561674a4088e755c3903984e0eace666a3c84e987b4cb0c56a590c06792944f7f4f82d88_35.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1414_b8b0a719d4da449b60e3b493a1d619e0f0bb03831631b3c9d87a2c23561674a4088e755c3903984e0eace666a3c84e987b4cb0c56a590c06792944f7f4f82d88_35.jpg,"[[(452.92, 245.14), (449.5, 225.07), (437.75, 222.62), (426.98, 220.18), (423.06, 222.62), (406.42, 217.24), (402.0, 223.0), (420.62, 235.84), (449.0, 246.0)], [(0.0, 284.79), (88.26, 261.29), (195.95, 239.27), (267.0, 227.0), (306.08, 219.2), (344.26, 214.79), (342.79, 218.22), (257.62, 239.27), (137.7, 275.49), (0.0, 324.92)], [(1.09, 254.15), (77.44, 241.42), (146.46, 233.1), (199.32, 224.78), (244.0, 220.0), (244.0, 226.0), (98.0, 247.29), (0.0, 267.0)]]"
828,1415_b8b0a719d4da449b60e3b493a1d619e0f0bb03831631b3c9d87a2c23561674a4088e755c3903984e0eace666a3c84e987b4cb0c56a590c06792944f7f4f82d88_4.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1415_b8b0a719d4da449b60e3b493a1d619e0f0bb03831631b3c9d87a2c23561674a4088e755c3903984e0eace666a3c84e987b4cb0c56a590c06792944f7f4f82d88_4.jpg,"[[(0.0, 285.96), (124.92, 254.15), (234.0, 232.0), (261.98, 225.76), (289.88, 220.37), (309.95, 216.95), (328.06, 212.54), (342.74, 211.07), (362.32, 207.65), (380.43, 203.73), (380.92, 206.18), (336.38, 215.97), (331.48, 217.92), (274.7, 232.61), (217.44, 250.23), (133.73, 277.64), (56.89, 305.54), (0.11, 326.59)], [(0.0, 247.43), (100.25, 232.13), (216.5, 218.88), (284.82, 211.4), (338.53, 206.3), (338.87, 208.34), (316.43, 211.74), (268.5, 218.88), (160.41, 235.53), (60.14, 252.19), (0.0, 265.78)]]"
829,1416_b8b0a719d4da449b60e3b493a1d619e0f0bb03831631b3c9d87a2c23561674a4088e755c3903984e0eace666a3c84e987b4cb0c56a590c06792944f7f4f82d88_50.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1416_b8b0a719d4da449b60e3b493a1d619e0f0bb03831631b3c9d87a2c23561674a4088e755c3903984e0eace666a3c84e987b4cb0c56a590c06792944f7f4f82d88_50.jpg,"[[(35.24, 276.89), (119.92, 257.31), (185.51, 244.1), (198.72, 260.25), (153.69, 273.95), (75.37, 298.43)], [(19.92, 248.11), (112.82, 236.66), (186.24, 226.38), (187.22, 236.17), (161.77, 239.1), (25.0, 264.0)], [(578.03, 245.96), (591.53, 247.59), (593.57, 225.15), (566.24, 224.34), (527.08, 223.52), (495.67, 226.38), (463.81, 223.93), (435.71, 221.89), (416.91, 217.4), (410.01, 212.92), (408.79, 217.0), (419.8, 228.42), (458.96, 234.94), (513.17, 239.84), (555.22, 245.55)], [(719.97, 263.5), (706.92, 257.38), (672.29, 244.73), (642.92, 240.65), (633.54, 235.35), (591.94, 230.05), (592.34, 243.51), (634.32, 252.89), (662.09, 264.72), (701.25, 282.67), (719.97, 291.23)], [(719.77, 305.67), (661.52, 288.05), (617.96, 276.3), (609.15, 271.9), (558.24, 259.66), (522.02, 249.87), (519.57, 265.54), (517.13, 272.88), (594.95, 309.59), (665.44, 344.83), (720.0, 370.77)]]"
830,1417_2070854c22556b29a29589a4010ba2d4b1e94ca6938bf41bd1d27ca5bc459f7fe3474d50f2965ac0f994398ee3e369b21be64adebb078918bac8ea3afc9fb625_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1417_2070854c22556b29a29589a4010ba2d4b1e94ca6938bf41bd1d27ca5bc459f7fe3474d50f2965ac0f994398ee3e369b21be64adebb078918bac8ea3afc9fb625_0.jpg,"[[(654.07, 269.78), (718.75, 275.21), (719.93, 286.78), (654.07, 278.99)]]"
835,1422_7cc64f4f0bc8ffc3612a5776b61b9311f6ad7921b6cb48d88f59b6c8061714d3d4cb99b7a7ce524237268330e18f0ee5c16fbb89841bfedb33b80608a039f3f1_0.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1422_7cc64f4f0bc8ffc3612a5776b61b9311f6ad7921b6cb48d88f59b6c8061714d3d4cb99b7a7ce524237268330e18f0ee5c16fbb89841bfedb33b80608a039f3f1_0.jpg,"[[(653.0, 270.0), (692.29, 272.36), (718.97, 274.48), (719.44, 287.7), (653.0, 278.0)]]"
846,1433_e9913ec17257f3ec67ac181e6eac656e1edf84561145ee80f3c6cdc4ab072b42be0b905702bf412334cad749f870353d54ff597862e760feeba47ceaf9d9880a_38.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1433_e9913ec17257f3ec67ac181e6eac656e1edf84561145ee80f3c6cdc4ab072b42be0b905702bf412334cad749f870353d54ff597862e760feeba47ceaf9d9880a_38.jpg,"[[(752.0, 241.64), (636.84, 210.5), (579.0, 197.0), (585.92, 213.44), (679.77, 249.64), (752.0, 274.47)]]"
848,1435_e9913ec17257f3ec67ac181e6eac656e1edf84561145ee80f3c6cdc4ab072b42be0b905702bf412334cad749f870353d54ff597862e760feeba47ceaf9d9880a_77.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1435_e9913ec17257f3ec67ac181e6eac656e1edf84561145ee80f3c6cdc4ab072b42be0b905702bf412334cad749f870353d54ff597862e760feeba47ceaf9d9880a_77.jpg,"[[(752.0, 249.09), (571.97, 197.07), (471.76, 173.43), (514.24, 200.61), (657.68, 252.12), (752.0, 291.52)]]"
849,1436_e9913ec17257f3ec67ac181e6eac656e1edf84561145ee80f3c6cdc4ab072b42be0b905702bf412334cad749f870353d54ff597862e760feeba47ceaf9d9880a_8.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1436_e9913ec17257f3ec67ac181e6eac656e1edf84561145ee80f3c6cdc4ab072b42be0b905702bf412334cad749f870353d54ff597862e760feeba47ceaf9d9880a_8.jpg,"[[(751.68, 235.41), (699.37, 212.61), (665.46, 192.74), (669.55, 179.29), (692.94, 171.4), (729.47, 168.77), (727.72, 172.28), (697.9, 177.54), (677.74, 183.97), (674.81, 188.06), (715.15, 205.6), (751.98, 219.92)]]"
850,1437_b9a6395a8d6856693d332b13af3e6f65e88eecaa235c6e18b0909107c5158b004adcb7aea076de1b2c7ca8d9616de4150923c7281a9c09d0144a2810df7e4d23_117.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1437_b9a6395a8d6856693d332b13af3e6f65e88eecaa235c6e18b0909107c5158b004adcb7aea076de1b2c7ca8d9616de4150923c7281a9c09d0144a2810df7e4d23_117.jpg,"[[(720.0, 304.6), (631.06, 284.9), (534.6, 265.2), (466.92, 251.57), (427.53, 244.49), (392.17, 237.93), (374.09, 234.65), (365.05, 232.93), (364.75, 237.02), (412.12, 250.45), (513.79, 280.86), (720.0, 348.23)]]"
851,1438_b9a6395a8d6856693d332b13af3e6f65e88eecaa235c6e18b0909107c5158b004adcb7aea076de1b2c7ca8d9616de4150923c7281a9c09d0144a2810df7e4d23_2.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1438_b9a6395a8d6856693d332b13af3e6f65e88eecaa235c6e18b0909107c5158b004adcb7aea076de1b2c7ca8d9616de4150923c7281a9c09d0144a2810df7e4d23_2.jpg,"[[(720.0, 303.98), (591.94, 277.47), (454.74, 250.11), (390.77, 236.64), (378.14, 234.12), (378.14, 237.48), (440.85, 256.84), (565.85, 298.09), (720.0, 346.07)]]"
852,1439_b9a6395a8d6856693d332b13af3e6f65e88eecaa235c6e18b0909107c5158b004adcb7aea076de1b2c7ca8d9616de4150923c7281a9c09d0144a2810df7e4d23_40.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1439_b9a6395a8d6856693d332b13af3e6f65e88eecaa235c6e18b0909107c5158b004adcb7aea076de1b2c7ca8d9616de4150923c7281a9c09d0144a2810df7e4d23_40.jpg,"[[(719.0, 304.0), (615.0, 281.0), (501.11, 257.42), (430.82, 243.96), (397.15, 237.22), (378.22, 233.43), (377.79, 238.06), (421.99, 251.11), (505.74, 275.94), (663.99, 328.55), (720.0, 347.49)]]"
853,1440_b9a6395a8d6856693d332b13af3e6f65e88eecaa235c6e18b0909107c5158b004adcb7aea076de1b2c7ca8d9616de4150923c7281a9c09d0144a2810df7e4d23_59.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1440_b9a6395a8d6856693d332b13af3e6f65e88eecaa235c6e18b0909107c5158b004adcb7aea076de1b2c7ca8d9616de4150923c7281a9c09d0144a2810df7e4d23_59.jpg,"[[(718.64, 300.68), (595.3, 276.7), (489.08, 255.16), (435.24, 244.88), (397.06, 237.54), (376.99, 235.09), (376.99, 238.03), (471.95, 265.93), (592.85, 303.13), (720.0, 343.26)]]"
854,1441_b9a6395a8d6856693d332b13af3e6f65e88eecaa235c6e18b0909107c5158b004adcb7aea076de1b2c7ca8d9616de4150923c7281a9c09d0144a2810df7e4d23_94.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1441_b9a6395a8d6856693d332b13af3e6f65e88eecaa235c6e18b0909107c5158b004adcb7aea076de1b2c7ca8d9616de4150923c7281a9c09d0144a2810df7e4d23_94.jpg,"[[(720.0, 307.27), (589.09, 277.58), (492.73, 258.79), (409.7, 240.61), (380.61, 234.55), (378.79, 237.58), (486.67, 272.12), (720.0, 349.0)]]"
855,1442_0bde021c36be51a18c6d3e698108a7e7ecfcc83b23c94b66b662c880ca3a3030a1a93f0d36f7d5f23104fe6ab16242815bd02482c48cfae0edb9b276db3b956f_102.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1442_0bde021c36be51a18c6d3e698108a7e7ecfcc83b23c94b66b662c880ca3a3030a1a93f0d36f7d5f23104fe6ab16242815bd02482c48cfae0edb9b276db3b956f_102.jpg,"[[(500.65, 123.75), (597.45, 141.85), (720.35, 167.95), (752.0, 176.36), (752.0, 201.62), (578.51, 152.79), (538.11, 142.69), (497.28, 132.17)], [(752.0, 453.75), (617.47, 332.44), (483.07, 224.22), (412.03, 169.5), (378.69, 142.27), (364.55, 130.14), (356.44, 121.06), (352.95, 124.03), (394.31, 192.28), (503.93, 339.24), (540.32, 388.2), (726.0, 480.0), (752.0, 480.0)], [(0.86, 238.79), (80.66, 202.42), (159.44, 172.12), (199.85, 158.99), (286.21, 131.72), (286.72, 140.3), (196.82, 182.22), (75.1, 249.9), (0.86, 296.36)], [(0.0, 178.0), (103.64, 151.62), (186.46, 137.47), (255.66, 127.37), (263.23, 127.37), (263.23, 132.42), (175.35, 149.6), (97.07, 170.81), (0.0, 200.61)]]"
856,1443_0bde021c36be51a18c6d3e698108a7e7ecfcc83b23c94b66b662c880ca3a3030a1a93f0d36f7d5f23104fe6ab16242815bd02482c48cfae0edb9b276db3b956f_16.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1443_0bde021c36be51a18c6d3e698108a7e7ecfcc83b23c94b66b662c880ca3a3030a1a93f0d36f7d5f23104fe6ab16242815bd02482c48cfae0edb9b276db3b956f_16.jpg,"[[(751.02, 371.08), (673.31, 313.86), (566.69, 239.76), (469.7, 180.12), (441.39, 164.46), (437.59, 163.67), (432.95, 172.35), (475.72, 206.45), (590.0, 300.0), (678.0, 381.0), (752.0, 449.04)], [(724.91, 480.0), (752.0, 479.68), (751.0, 448.0), (589.0, 300.0), (479.73, 209.9), (428.42, 168.73), (397.35, 146.04), (378.27, 132.99), (372.35, 128.52), (367.0, 124.0), (365.0, 128.0), (366.78, 134.1), (385.2, 158.29), (405.28, 185.45), (427.82, 216.43), (502.92, 320.84), (546.19, 389.77), (654.03, 480.0)], [(0.0, 209.1), (100.91, 174.46), (169.69, 156.39), (208.34, 146.35), (255.53, 136.31), (304.73, 127.77), (313.26, 126.27), (310.75, 133.8), (303.72, 136.81), (241.48, 162.41), (117.0, 227.0), (0.0, 301.0)], [(0.16, 177.37), (105.58, 152.27), (199.96, 134.7), (256.18, 128.17), (304.88, 124.16), (304.88, 126.67), (247.15, 135.7), (158.8, 151.77), (51.37, 178.88), (0.0, 192.43)]]"
857,1444_0bde021c36be51a18c6d3e698108a7e7ecfcc83b23c94b66b662c880ca3a3030a1a93f0d36f7d5f23104fe6ab16242815bd02482c48cfae0edb9b276db3b956f_64.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1444_0bde021c36be51a18c6d3e698108a7e7ecfcc83b23c94b66b662c880ca3a3030a1a93f0d36f7d5f23104fe6ab16242815bd02482c48cfae0edb9b276db3b956f_64.jpg,"[[(752.0, 263.83), (692.66, 234.79), (606.38, 199.86), (522.63, 169.13), (469.18, 151.46), (426.25, 138.41), (388.37, 128.31), (385.42, 139.67), (468.33, 176.71), (596.28, 242.79), (752.0, 337.31)], [(0.36, 245.82), (65.18, 215.93), (151.88, 180.16), (159.87, 176.79), (159.45, 170.06), (209.12, 154.07), (246.15, 142.7), (304.0, 125.0), (308.0, 132.0), (231.0, 174.27), (98.01, 252.13), (0.0, 318.21)], [(0.0, 172.0), (72.12, 153.43), (121.62, 142.83), (124.0, 156.0), (0.0, 191.0)]]"
868,1455_655e4490f70cc7b0630407214876a3b9f66bd30d24bae8b36039599cc8151446069e40272b7f541c7acdd6afc74503a7bdd13e63659b0672be2806ae5ed21b40_82.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1455_655e4490f70cc7b0630407214876a3b9f66bd30d24bae8b36039599cc8151446069e40272b7f541c7acdd6afc74503a7bdd13e63659b0672be2806ae5ed21b40_82.jpg,"[[(719.34, 282.23), (686.37, 272.41), (633.06, 258.73), (573.79, 246.45), (492.42, 227.87), (464.71, 221.55), (461.21, 220.85), (459.8, 223.31), (488.21, 231.02), (662.17, 289.95), (719.34, 311.34)], [(0.0, 311.0), (71.0, 299.0), (136.72, 287.83), (200.0, 277.0), (265.0, 266.16), (344.29, 252.02), (379.14, 245.45), (415.0, 239.9), (439.24, 235.3), (447.32, 226.72), (450.86, 224.75), (451.36, 230.25), (447.32, 236.87), (444.8, 240.4), (419.55, 250.45), (357.0, 270.0), (262.47, 300.96), (160.96, 330.25), (0.0, 375.1)]]"
875,1462_3bc4aa2e41940eeb9e4dcf5fc900474d40be33a33cf6b767319db6dd712517a45ff793519d89d454be9d3bd26ff5122f6072b1367bff3fa85ecd7c27fcd9b5f1_32.jpg,../data/Delivery_1_Workzone/Day/Batch 2/Images/1462_3bc4aa2e41940eeb9e4dcf5fc900474d40be33a33cf6b767319db6dd712517a45ff793519d89d454be9d3bd26ff5122f6072b1367bff3fa85ecd7c27fcd9b5f1_32.jpg,"[[(0.0, 305.0), (85.69, 306.49), (85.69, 328.69), (0.0, 321.83)]]"
