,name,path,board
1734,78_5228526010261415abda733ea549cf58d85646a0f7df1edaad498b386bca21fe6fe64b592744507f614d4160faba613a3fa357bffa32e6446beb5c96810df876_49.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/78_5228526010261415abda733ea549cf58d85646a0f7df1edaad498b386bca21fe6fe64b592744507f614d4160faba613a3fa357bffa32e6446beb5c96810df876_49.jpg,"[[(79.0, 163.0), (99.0, 161.0), (99.81, 181.25), (90.3, 181.83), (89.14, 192.88), (93.41, 193.08), (99.0, 196.0), (103.0, 196.0), (103.0, 191.0), (103.0, 188.0), (107.0, 189.0), (106.4, 201.61), (104.07, 201.22), (103.1, 197.73), (98.84, 197.54), (97.0, 204.0), (86.81, 204.9), (83.13, 204.32), (81.0, 202.0), (76.0, 202.0), (70.91, 202.38), (70.14, 193.66), (70.53, 192.11), (74.21, 192.3), (74.02, 196.95), (74.02, 199.67), (80.0, 200.0), (81.0, 196.57), (86.43, 193.66), (86.23, 182.41), (79.64, 182.22)]]"
1738,81_ef3dda1acc6af70aeb206123614a3910c0ffa40e08074b772090c9a2dd848f83ea35eb98928aff7398d3f44c7fe22c9287bf2669aa3e1771cdb67455cd287beb_37.jpg,../data/Delivery_1_Workzone/Day/Batch 1.1/Images/81_ef3dda1acc6af70aeb206123614a3910c0ffa40e08074b772090c9a2dd848f83ea35eb98928aff7398d3f44c7fe22c9287bf2669aa3e1771cdb67455cd287beb_37.jpg,"[[(80.0, 163.0), (102.0, 161.0), (101.0, 180.0), (90.01, 181.69), (89.43, 193.72), (97.19, 193.72), (96.99, 195.07), (101.65, 194.69), (101.84, 188.09), (106.3, 188.29), (106.3, 200.89), (103.59, 200.89), (103.39, 197.59), (99.13, 198.18), (98.35, 203.22), (89.82, 204.96), (82.84, 204.38), (81.48, 202.64), (75.08, 201.86), (73.53, 204.58), (70.82, 203.8), (69.65, 192.94), (75.08, 197.4), (81.0, 196.0), (85.0, 194.0), (85.0, 184.0), (80.0, 184.0)]]"
1763,2014_52fabc4bd3577f024de8255664f1331573073567bfdac7119728a142926032f59fe64a987cf661ad4f956adbcea4e6d05947d4cc2e5f6a5ef90281ebbe08065e_22.jpg,../data/Delivery_1_Workzone/Day/Batch 3/Images/2014_52fabc4bd3577f024de8255664f1331573073567bfdac7119728a142926032f59fe64a987cf661ad4f956adbcea4e6d05947d4cc2e5f6a5ef90281ebbe08065e_22.jpg,"[[(556.94, 168.8), (575.35, 169.09), (581.78, 168.22), (584.71, 166.75), (589.67, 169.97), (599.03, 171.72), (599.61, 194.23), (595.81, 239.24), (598.15, 248.59), (604.29, 249.76), (607.21, 255.61), (622.7, 254.14), (621.83, 282.49), (623.29, 299.45), (617.44, 299.74), (617.15, 305.58), (605.46, 305.0), (605.75, 300.62), (586.75, 299.15), (585.0, 312.6), (578.86, 310.55), (579.15, 305.29), (570.09, 303.83), (568.34, 302.66), (569.22, 293.6), (559.86, 291.55), (560.45, 285.12), (565.42, 283.37), (563.66, 259.99), (568.34, 250.64), (567.17, 208.55), (566.59, 184.29), (565.0, 172.0), (555.48, 170.85)]]"
1780,2072_af8082296b10a5600851f94d155391b69f35aae5e24e4dbd2dd9c21764374fd45a595347ff753d0cbbd8ed981d085575dfab35bffcee4a3a93228faa0c57c6b4_30.jpg,../data/Delivery_1_Workzone/Day/Batch 3/Images/2072_af8082296b10a5600851f94d155391b69f35aae5e24e4dbd2dd9c21764374fd45a595347ff753d0cbbd8ed981d085575dfab35bffcee4a3a93228faa0c57c6b4_30.jpg,"[[(288.43, 256.66), (314.64, 256.37), (315.0, 270.0), (288.0, 271.0)]]"
1802,2245_d3300260cd78121fe84465c54316e5db6c404070a39f6da02a86c051b020af10b582bf4406632beeb0d05220d05fcf7c50784d18aae74b0b2ca1edab9a5cb2bf_22.jpg,../data/Delivery_1_Workzone/Day/Batch 3/Images/2245_d3300260cd78121fe84465c54316e5db6c404070a39f6da02a86c051b020af10b582bf4406632beeb0d05220d05fcf7c50784d18aae74b0b2ca1edab9a5cb2bf_22.jpg,"[[(298.28, 146.56), (299.62, 161.3), (326.09, 160.63), (324.75, 143.88)], [(435.7, 195.69), (435.7, 188.85), (434.09, 184.03), (433.29, 176.39), (431.68, 165.93), (438.91, 165.13), (435.7, 140.6), (392.27, 138.59), (393.08, 164.73), (404.74, 164.73), (404.74, 176.79), (404.74, 182.82), (404.33, 186.44), (402.73, 188.05), (402.32, 192.87), (402.32, 199.71), (405.14, 204.54), (409.16, 200.92), (409.16, 195.29), (416.8, 194.48), (427.66, 195.29), (429.26, 195.29), (430.47, 198.1), (431.27, 198.91), (433.69, 199.31), (435.7, 199.31)]]"
1803,2247_d3300260cd78121fe84465c54316e5db6c404070a39f6da02a86c051b020af10b582bf4406632beeb0d05220d05fcf7c50784d18aae74b0b2ca1edab9a5cb2bf_42.jpg,../data/Delivery_1_Workzone/Day/Batch 3/Images/2247_d3300260cd78121fe84465c54316e5db6c404070a39f6da02a86c051b020af10b582bf4406632beeb0d05220d05fcf7c50784d18aae74b0b2ca1edab9a5cb2bf_42.jpg,"[[(252.05, 139.77), (251.36, 170.34), (303.47, 166.17), (302.08, 138.38)], [(500.79, 274.56), (496.63, 282.21), (482.73, 278.04), (477.87, 270.4), (477.87, 255.8), (480.65, 246.08), (483.42, 233.57), (482.04, 212.03), (484.81, 181.46), (461.19, 181.46), (461.19, 119.62), (564.02, 130.04), (561.94, 181.46), (536.23, 183.54), (536.23, 187.71), (557.77, 186.32), (559.85, 190.49), (559.85, 243.3), (560.55, 251.64), (560.55, 263.45), (561.94, 274.56), (559.85, 278.04), (549.43, 276.65), (547.35, 271.78), (546.65, 263.45), (506.35, 266.92)]]"
1815,113_WZ_N_f50cde0e66f9b4a487700dc591f5898d9c78ada5af6d465d176924d1651013371b6601b564da678e74e6e1682c812b4141ff8e79644b7828f13d9861cf55dbfd_54.jpg,../data/Delivery_1_Workzone/Night/Images/113_WZ_N_f50cde0e66f9b4a487700dc591f5898d9c78ada5af6d465d176924d1651013371b6601b564da678e74e6e1682c812b4141ff8e79644b7828f13d9861cf55dbfd_54.jpg,"[[(321.19, 101.12), (318.35, 136.4), (387.76, 132.41), (387.76, 100.55)]]"
1840,138_WZ_N_2c5ff5352e68169961328d4ae10794f3ccdd6c3d7f281dff067ddffcd264bbae74989241057cc73ef7be7831ee12bd4c175ad340d2520fcef9a51f44deea207b_13.jpg,../data/Delivery_1_Workzone/Night/Images/138_WZ_N_2c5ff5352e68169961328d4ae10794f3ccdd6c3d7f281dff067ddffcd264bbae74989241057cc73ef7be7831ee12bd4c175ad340d2520fcef9a51f44deea207b_13.jpg,"[[(417.39, 309.18), (418.55, 365.92), (504.25, 364.76), (502.51, 309.76)]]"
1846,143_WZ_N_02dd7c792a884a2f156b881b7b91e775baa7ff936fa0415dfaaabe7b2086b3feb3006bba2bd03ebdb6040865b401e49265a590f312ab1da896e200eafe1a0f20_2.jpg,../data/Delivery_1_Workzone/Night/Images/143_WZ_N_02dd7c792a884a2f156b881b7b91e775baa7ff936fa0415dfaaabe7b2086b3feb3006bba2bd03ebdb6040865b401e49265a590f312ab1da896e200eafe1a0f20_2.jpg,"[[(192.94, 236.29), (193.27, 258.07), (225.44, 256.4), (225.44, 234.95)]]"
1851,148_WZ_N_84ae1eafa41fb46a047c3b8884db40d4f6bbdecda755d67c87cecd12a7d560dec2d93f44e2745279dc6e75886b1fd3b06d9f6108ab7d05549b0677cd1bbf12b8_45.jpg,../data/Delivery_1_Workzone/Night/Images/148_WZ_N_84ae1eafa41fb46a047c3b8884db40d4f6bbdecda755d67c87cecd12a7d560dec2d93f44e2745279dc6e75886b1fd3b06d9f6108ab7d05549b0677cd1bbf12b8_45.jpg,"[[(393.59, 199.69), (387.78, 198.99), (387.31, 185.75), (392.43, 185.75), (392.66, 183.89), (400.6, 184.13), (400.81, 186.45), (405.72, 186.69), (405.46, 197.39), (407.09, 197.39), (407.35, 200.18), (400.81, 198.99), (399.41, 200.88), (399.64, 206.0), (403.37, 207.37), (405.46, 210.63), (404.53, 212.26), (398.97, 210.89), (397.55, 213.19), (395.69, 213.68), (393.36, 213.68), (391.97, 212.75), (395.92, 210.89), (392.43, 210.89), (390.34, 212.05), (387.78, 213.19), (387.54, 211.82), (386.61, 209.49), (386.61, 207.37), (390.34, 206.7), (393.59, 204.6)]]"
1858,154_WZ_N_9ea9b83b331180c71d42a5e46eb082141af1ab7212b14129d04dd701099a00644226c75cff5523ea2357e4c077f3493a96151907a986bbeb199bd68f01e47f12_23.jpg,../data/Delivery_1_Workzone/Night/Images/154_WZ_N_9ea9b83b331180c71d42a5e46eb082141af1ab7212b14129d04dd701099a00644226c75cff5523ea2357e4c077f3493a96151907a986bbeb199bd68f01e47f12_23.jpg,"[[(502.38, 286.7), (504.7, 247.14), (568.23, 247.14), (569.16, 286.46), (557.76, 285.77), (560.32, 323.46), (566.6, 323.46), (567.3, 329.74), (558.69, 329.74), (558.22, 337.66), (551.48, 338.59), (541.0, 338.35), (539.61, 330.91), (535.42, 330.67), (535.19, 338.35), (529.14, 338.59), (528.44, 335.56), (527.28, 332.3), (520.99, 332.54), (514.48, 331.14), (510.29, 326.25), (523.32, 329.05), (526.81, 326.25), (523.32, 316.02), (522.39, 302.29), (520.76, 302.05), (517.27, 296.47), (518.2, 287.63)]]"
1870,169_WZ_N_c9a65038a0b789c9aa4a101e8ad0e79e3f63b6422317e31459dde0dc6e782e5eef64079ddbb92397bfa757a3b582ef1a16d2e02b3d9efe1feb812acd35a5a723_18.jpg,../data/Delivery_1_Workzone/Night/Images/169_WZ_N_c9a65038a0b789c9aa4a101e8ad0e79e3f63b6422317e31459dde0dc6e782e5eef64079ddbb92397bfa757a3b582ef1a16d2e02b3d9efe1feb812acd35a5a723_18.jpg,"[[(327.0, 184.0), (327.07, 195.36), (347.78, 195.6), (346.85, 183.03)]]"
1871,170_WZ_N_5b645c693891f561b48c73699207bd25c1e98c2d21b21ffe949fccebe22d1fd2dd2cb78307bcd30c4133c73fed919458e7bc695e11228d8acda9cdeba37af547_17.jpg,../data/Delivery_1_Workzone/Night/Images/170_WZ_N_5b645c693891f561b48c73699207bd25c1e98c2d21b21ffe949fccebe22d1fd2dd2cb78307bcd30c4133c73fed919458e7bc695e11228d8acda9cdeba37af547_17.jpg,"[[(816.0, 230.0), (872.0, 234.0), (876.03, 272.8), (860.8, 273.61), (867.21, 291.64), (871.22, 295.65), (871.22, 303.27), (840.76, 302.86), (825.53, 298.46), (823.92, 291.64), (836.35, 290.44), (837.15, 270.8), (819.52, 269.2)]]"
1915,216_WZ_N_23360ea682b9b737cbbf8fd02cd03dc9d9a4eb316577f92e5b8698f1e26440d5c0b3c20737f5a4d7bf51a8e18148734758e02df50cbdd120be60af5d2cbe1c49_15.jpg,../data/Delivery_1_Workzone/Night/Images/216_WZ_N_23360ea682b9b737cbbf8fd02cd03dc9d9a4eb316577f92e5b8698f1e26440d5c0b3c20737f5a4d7bf51a8e18148734758e02df50cbdd120be60af5d2cbe1c49_15.jpg,"[[(457.0, 57.0), (535.94, 66.63), (537.41, 107.74), (524.19, 109.7), (523.21, 121.94), (521.74, 162.56), (534.96, 163.54), (537.9, 190.95), (526.64, 190.95), (525.17, 175.78), (487.97, 175.29), (487.97, 188.02), (468.88, 187.53), (472.31, 158.65), (472.31, 111.17), (457.0, 105.0)]]"
1923,23_WZ_N_de5de033f60e1c648f1c73d35cd31f5463ea2fb5ff28c8168a99a44401efc724aa53315b4a7d86e953ce012e6701c5ad8bb7c55b8a359250170d2069447d74e4_15.jpg,../data/Delivery_1_Workzone/Night/Images/23_WZ_N_de5de033f60e1c648f1c73d35cd31f5463ea2fb5ff28c8168a99a44401efc724aa53315b4a7d86e953ce012e6701c5ad8bb7c55b8a359250170d2069447d74e4_15.jpg,"[[(369.33, 129.61), (415.09, 127.27), (415.09, 154.0), (408.08, 155.0), (409.08, 179.71), (411.75, 196.08), (405.74, 196.75), (403.74, 190.07), (384.03, 191.74), (382.69, 200.76), (376.01, 200.76), (375.68, 186.39), (380.36, 182.72), (376.35, 158.67), (369.33, 158.67)]]"
1926,26_WZ_N_bee2cb932afce87d8a3e8eee91b314a4aa2fa8329aacfaf721a74374690aed7e4fb9e3bec2524bcfa6c3b7fbff0f0880f7afad391de61313a770012dd3596e02_19.jpg,../data/Delivery_1_Workzone/Night/Images/26_WZ_N_bee2cb932afce87d8a3e8eee91b314a4aa2fa8329aacfaf721a74374690aed7e4fb9e3bec2524bcfa6c3b7fbff0f0880f7afad391de61313a770012dd3596e02_19.jpg,"[[(567.68, 239.95), (558.23, 236.91), (561.6, 214.63), (595.02, 218.68), (591.64, 241.63), (587.59, 241.63), (587.26, 268.3), (565.99, 266.95)]]"
1932,31_WZ_N_fafbd9fe198511dddff09bed665c075bc267af9066d8ddb251fbb274010f21f46ef7330314e00b812544e96cee14e50282ac743dbe4f84dad0cf682fee3fb7fa_27.jpg,../data/Delivery_1_Workzone/Night/Images/31_WZ_N_fafbd9fe198511dddff09bed665c075bc267af9066d8ddb251fbb274010f21f46ef7330314e00b812544e96cee14e50282ac743dbe4f84dad0cf682fee3fb7fa_27.jpg,"[[(448.0, 226.0), (505.6, 224.42), (506.22, 255.73), (450.44, 258.43)]]"
1942,40_WZ_N_8ecd044f3eaf4c1ec3172fef74dcd6e46fec3b036242ff3a73dff81da7b3e3d0c4a8e0ad79dae8dcf07a3d3b989030e5548a34482a5ce64550c6e69d8ea671cb_22.jpg,../data/Delivery_1_Workzone/Night/Images/40_WZ_N_8ecd044f3eaf4c1ec3172fef74dcd6e46fec3b036242ff3a73dff81da7b3e3d0c4a8e0ad79dae8dcf07a3d3b989030e5548a34482a5ce64550c6e69d8ea671cb_22.jpg,"[[(546.0, 213.0), (534.34, 277.46), (547.5, 282.4), (549.96, 290.62), (553.66, 296.37), (562.29, 296.37), (564.35, 288.56), (577.5, 285.68), (602.98, 283.22), (600.1, 286.1), (600.93, 290.62), (605.04, 295.14), (612.02, 293.9), (612.43, 287.33), (622.3, 284.86), (618.6, 267.6), (615.72, 257.33), (593.53, 256.91), (596.82, 218.69), (610.38, 215.4), (608.0, 192.0), (589.42, 195.67), (591.88, 212.11)]]"
1951,4_WZ_N_b905a1af5d068191921589877f552c3ac2a1fec3407eadd87ad0775bf6f6fdf8e3717710a483e204473536a08d97e8c8a238ef1a43d63a0edc97f6f484b84cfb_8.jpg,../data/Delivery_1_Workzone/Night/Images/4_WZ_N_b905a1af5d068191921589877f552c3ac2a1fec3407eadd87ad0775bf6f6fdf8e3717710a483e204473536a08d97e8c8a238ef1a43d63a0edc97f6f484b84cfb_8.jpg,"[[(498.36, 139.69), (496.68, 173.36), (507.0, 175.0), (505.09, 217.97), (501.73, 223.02), (507.62, 236.49), (515.61, 236.91), (525.29, 233.12), (541.0, 234.0), (551.0, 239.0), (564.44, 236.07), (564.44, 230.6), (559.81, 220.92), (545.92, 217.13), (544.0, 179.0), (556.0, 178.0), (556.0, 145.0)]]"
1962,5_WZ_N_a72cc739d0c0e29875ac83e30d859f3b787aacb2fc6c670ab2be052d8382a748a58759593a4e81beea9c8cd6c17f4325f4ad7d11ed658ab6781416de0227987e_21.jpg,../data/Delivery_1_Workzone/Night/Images/5_WZ_N_a72cc739d0c0e29875ac83e30d859f3b787aacb2fc6c670ab2be052d8382a748a58759593a4e81beea9c8cd6c17f4325f4ad7d11ed658ab6781416de0227987e_21.jpg,"[[(423.95, 229.54), (465.0, 227.0), (501.0, 230.0), (503.0, 274.0), (477.0, 275.0), (480.0, 297.0), (492.34, 296.53), (495.5, 303.54), (495.5, 309.86), (484.27, 310.21), (448.5, 313.36), (446.39, 307.05), (451.3, 303.89), (464.0, 302.0), (462.0, 275.0), (426.75, 275.48)]]"
1972,69_WZ_N_f39c975deb5022b8c45fcb1ee9438ddaa5c056badab893ae11a709946e887ea2a5a073b61b8dc0a00789246e7cbe8cd67f7ae5c819989dfe9c056bdf340df81f_58.jpg,../data/Delivery_1_Workzone/Night/Images/69_WZ_N_f39c975deb5022b8c45fcb1ee9438ddaa5c056badab893ae11a709946e887ea2a5a073b61b8dc0a00789246e7cbe8cd67f7ae5c819989dfe9c056bdf340df81f_58.jpg,"[[(699.45, 201.85), (697.74, 232.85), (702.58, 235.41), (702.86, 244.22), (700.02, 244.79), (700.02, 252.76), (693.76, 252.19), (693.48, 241.95), (665.32, 238.82), (664.18, 247.07), (653.66, 246.5), (655.94, 224.31), (660.2, 224.31), (662.76, 198.15), (647.97, 195.59), (652.24, 159.18), (682.0, 163.0), (714.0, 168.0), (711.68, 202.98)]]"
1973,6_WZ_N_4db252bc689efab336e5e7b1acf4073db647bd5bdc532644d2537ee8baa3d0f590a9fef30f8bfbb68e344681c977dd1b04a6a3f68b402419c9f2c71161c1ab22_18.jpg,../data/Delivery_1_Workzone/Night/Images/6_WZ_N_4db252bc689efab336e5e7b1acf4073db647bd5bdc532644d2537ee8baa3d0f590a9fef30f8bfbb68e344681c977dd1b04a6a3f68b402419c9f2c71161c1ab22_18.jpg,"[[(183.22, 243.52), (228.0, 244.0), (229.0, 273.0), (208.0, 273.0), (183.83, 272.34)]]"
1975,71_WZ_N_deb9c57510feb00e4054ba81c7fa938fac8269420f8faa656cf202e0af348a8733c1565dd41dc6620a727bab78da134984141e7de0cba97fd4b802688955624b_15.jpg,../data/Delivery_1_Workzone/Night/Images/71_WZ_N_deb9c57510feb00e4054ba81c7fa938fac8269420f8faa656cf202e0af348a8733c1565dd41dc6620a727bab78da134984141e7de0cba97fd4b802688955624b_15.jpg,"[[(75.0, 202.0), (159.0, 200.0), (159.0, 241.0), (72.0, 242.0)]]"
1977,74_WZ_N_47923b8678ea12d59251679e2823b65012878fea350fe5f63f28aa9f69117dbd97cda41f876cd35af81cb8a2ae572e9ca2b92d7d3998413d4c1d73fc7ed03c21_1.jpg,../data/Delivery_1_Workzone/Night/Images/74_WZ_N_47923b8678ea12d59251679e2823b65012878fea350fe5f63f28aa9f69117dbd97cda41f876cd35af81cb8a2ae572e9ca2b92d7d3998413d4c1d73fc7ed03c21_1.jpg,"[[(188.42, 312.06), (172.67, 321.15), (132.06, 315.09), (133.27, 302.97), (153.27, 295.7), (159.33, 266.0), (127.0, 265.0), (134.0, 232.0), (198.0, 230.0), (195.0, 267.0), (173.0, 266.0), (169.0, 298.0), (185.39, 299.33)]]"
1979,76_WZ_N_cb7a3fb21e37f79ab6ee122d47ecfec31a692d24e4fa8ebe2cd79f4daaf7358cdabf08d25a928ee7f3a3ac904e8fc79ed7df5e109d9b9060496e402f3e60058c_7.jpg,../data/Delivery_1_Workzone/Night/Images/76_WZ_N_cb7a3fb21e37f79ab6ee122d47ecfec31a692d24e4fa8ebe2cd79f4daaf7358cdabf08d25a928ee7f3a3ac904e8fc79ed7df5e109d9b9060496e402f3e60058c_7.jpg,"[[(670.67, 92.97), (672.64, 139.83), (746.0, 146.0), (743.66, 100.86)]]"
1984,80_WZ_N_2c8a86f7e54cdce564c5ab0f19b802bfbb3fffe81eabbe7aaaf099ecf5154e39b00eba7fcc23b406a2dbbe4da55310a36179ab4d65586fd95b73f11f3f030b47_11.jpg,../data/Delivery_1_Workzone/Night/Images/80_WZ_N_2c8a86f7e54cdce564c5ab0f19b802bfbb3fffe81eabbe7aaaf099ecf5154e39b00eba7fcc23b406a2dbbe4da55310a36179ab4d65586fd95b73f11f3f030b47_11.jpg,"[[(594.0, 211.0), (598.38, 233.54), (608.48, 236.06), (610.0, 259.29), (575.0, 261.0), (567.07, 245.15), (567.58, 229.49), (574.14, 229.49), (570.0, 212.0), (550.0, 210.0), (547.0, 173.0), (612.0, 180.0), (616.0, 211.0)]]"
1987,84_WZ_N_6e94b3a796709f5724652c4c0c33dc8bfd83fcdc6c85c2fff0fdf9c657e4ff187273ba846274294cac57c9a3a0c30460c69d3591bbde3e8d90b98fcd6630a2c1_7.jpg,../data/Delivery_1_Workzone/Night/Images/84_WZ_N_6e94b3a796709f5724652c4c0c33dc8bfd83fcdc6c85c2fff0fdf9c657e4ff187273ba846274294cac57c9a3a0c30460c69d3591bbde3e8d90b98fcd6630a2c1_7.jpg,"[[(193.0, 204.0), (307.0, 196.0), (305.0, 254.0), (266.0, 259.0), (262.43, 311.84), (252.77, 328.18), (197.79, 328.18), (198.53, 312.58), (218.59, 305.89), (223.0, 264.0), (194.0, 266.0)]]"
1993,90_WZ_N_4f3a7d415fc43b4ce7e51cfe2a71922a076a6b4c4f3620e216f9665ac4c4359565e2d5d8952ddc37d2e843715a9bb157201e9954cb61eb510d542b08273ae5a5_45.jpg,../data/Delivery_1_Workzone/Night/Images/90_WZ_N_4f3a7d415fc43b4ce7e51cfe2a71922a076a6b4c4f3620e216f9665ac4c4359565e2d5d8952ddc37d2e843715a9bb157201e9954cb61eb510d542b08273ae5a5_45.jpg,"[[(336.0, 104.0), (337.0, 143.0), (316.49, 143.94), (316.18, 163.38), (322.87, 169.15), (322.56, 182.21), (319.22, 182.21), (319.22, 174.62), (285.2, 174.62), (281.26, 174.92), (280.65, 184.64), (277.0, 184.34), (277.61, 166.11), (286.72, 160.64), (288.0, 142.0), (258.0, 143.0), (258.0, 103.0)]]"
1994,92_WZ_N_99fb3465b6df4b48eb374c9aa129949a9e1063b898210efefe81044a5b146b2584938dd62cd6913b502e407359662bd8c59407428a11ee4f17680cb58b2f88af_13.jpg,../data/Delivery_1_Workzone/Night/Images/92_WZ_N_99fb3465b6df4b48eb374c9aa129949a9e1063b898210efefe81044a5b146b2584938dd62cd6913b502e407359662bd8c59407428a11ee4f17680cb58b2f88af_13.jpg,"[[(483.94, 141.39), (483.63, 164.17), (506.41, 163.86), (504.89, 143.51), (518.86, 141.69), (516.43, 120.73), (471.0, 119.0), (470.87, 142.0)]]"
1999,98_WZ_N_1cf2156016179172cc8a806bd1be502f65af9ae7072065b77e01cf391137eb09518af7e3a28836dfcec2dc0b18a395114db61c1c1dda9ad4e24dc0622aa38ade_60.jpg,../data/Delivery_1_Workzone/Night/Images/98_WZ_N_1cf2156016179172cc8a806bd1be502f65af9ae7072065b77e01cf391137eb09518af7e3a28836dfcec2dc0b18a395114db61c1c1dda9ad4e24dc0622aa38ade_60.jpg,"[[(431.0, 169.0), (526.85, 177.27), (528.54, 236.2), (483.92, 237.46), (430.47, 236.62)]]"
